Unnamed: 0,movie_ids,sources,ratings,ratings_binary,review_texts
113,ratatouille,audience,5.0,p,"my _UNKNOWN_ movie of all _UNKNOWN_ , very _UNKNOWN_ and very calming basically memorized _UNKNOWN_ _UNKNOWN_ ."
114,ratatouille,audience,4.5,p,i _UNKNOWN_ how this movie tells that food can hug people when they need
115,ratatouille,audience,5.0,p,"one of _UNKNOWN_ 's _UNKNOWN_ _UNKNOWN_ ! remy , a rat , is an aspiring chef and finds a _UNKNOWN_ to _UNKNOWN_ his dream in paris . as with _UNKNOWN_ film , _UNKNOWN_ ups the game in _UNKNOWN_ . the water , fire effects are _UNKNOWN_ as is the movement of the rat _UNKNOWN_ . the _UNKNOWN_ _UNKNOWN_ are stylized , but believable in a _UNKNOWN_ _UNKNOWN_ . brad bird does an _UNKNOWN_ job as _UNKNOWN_ and crafts an _UNKNOWN_ _UNKNOWN_ . patton oswalt is _UNKNOWN_ as remy and peter o'toole is a _UNKNOWN_ _UNKNOWN_ as anton ego . the writing is also _UNKNOWN_ done , ego 's _UNKNOWN_ near the end of the movie is a _UNKNOWN_ . an _UNKNOWN_ film , go see it !"
116,ratatouille,audience,4.0,p,very _UNKNOWN_ _UNKNOWN_ and felt very _UNKNOWN_ and did n't care to be _UNKNOWN_ for a child audience and go all kidish . it _UNKNOWN_ went into a _UNKNOWN_ _UNKNOWN_ route which was a _UNKNOWN_ surprise . rating a-
117,ratatouille,audience,3.0,p,kinda weird they let the rats run the kitchen but you do you i guess ...
118,ratatouille,audience,4.0,p,"one of the _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ , brad bird is an _UNKNOWN_ _UNKNOWN_ , the movie can be _UNKNOWN_ for all _UNKNOWN_ ."
119,ratatouille,audience,5.0,p,this movie is _UNKNOWN_ _UNKNOWN_ on _UNKNOWN_ conceivable level . brad bird proves again that he is one of the _UNKNOWN_ animated movie _UNKNOWN_ . the _UNKNOWN_ of the _UNKNOWN_ hero is _UNKNOWN_ and written with _UNKNOWN_ purpose . the _UNKNOWN_ in this movie are breathtaking . remy 's _UNKNOWN_ sight of paris is one of the most _UNKNOWN_ animated movie _UNKNOWN_ _UNKNOWN_ and the ending monologue from anton ego and the _UNKNOWN_ it is presented is the cherry on _UNKNOWN_ of this breathtaking and _UNKNOWN_ film .
120,the_irishman,critics,fresh,p,"irishman represents , with its somber and mournful mood , what may be scorsese 's _UNKNOWN_ to the sort of gangster _UNKNOWN_ that largely _UNKNOWN_ his reputation ."
121,the_irishman,critics,fresh,p,a _UNKNOWN_ three and a half hours ... a very _UNKNOWN_ _UNKNOWN_ .
122,the_irishman,critics,fresh,p,"the irishman is grand and ambitious , asking _UNKNOWN_ questions about legacy , sorrow , and death ."
123,the_irishman,critics,fresh,p,a magnificently _UNKNOWN_ film about the boredom of thug life .
124,the_irishman,critics,fresh,p,"the _UNKNOWN_ 's 26th feature film is a meditative and classy offering . hollywood 's _UNKNOWN_ cronies are still the _UNKNOWN_ deal - magnetic , riveting and _UNKNOWN_ . let 's _UNKNOWN_ we see them again soon ."
125,the_irishman,critics,fresh,p,"while _UNKNOWN_ is not to be restrained by _UNKNOWN_ , it is the double standard with which this film is judged that kept it at number 2 for me . also , joe pesci _UNKNOWN_ it clear he is a national _UNKNOWN_ ."
126,the_irishman,critics,fresh,p,the irishman is a rare gem - it 's _UNKNOWN_ you _UNKNOWN_ it would be in a _UNKNOWN_ where hype often _UNKNOWN_ to dampen _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ .
127,the_irishman,critics,fresh,p,"the irishman is not only one of _UNKNOWN_ scorsese 's _UNKNOWN_ _UNKNOWN_ ( which is saying a lot ) , but also a tribute to all the crime _UNKNOWN_ in which its _UNKNOWN_ has specialized ( contributing _UNKNOWN_ to this genre ) . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
128,the_irishman,critics,fresh,p,"while perhaps a step below scorsese 's other _UNKNOWN_ _UNKNOWN_ , mostly because of its length , the irishman shows that the master filmmaker still knows how to deliver a crackerjack _UNKNOWN_ ."
129,the_irishman,critics,rotten,n,scorsese has _UNKNOWN_ been drawn to presenting actual _UNKNOWN_ . ... the _UNKNOWN_ has done _UNKNOWN_ to add to the public 's knowledge about jimmy hoffa or the _UNKNOWN_ of the _UNKNOWN_ labor movement .
130,the_irishman,critics,fresh,p,"the holy trinity , de niro , pesci and pacino , hand in late career work that _UNKNOWN_ _UNKNOWN_ the culmination of a _UNKNOWN_ of _UNKNOWN_ studies ."
131,the_irishman,critics,fresh,p,the irishman looks _UNKNOWN_ and acts as a sorrowful dismantling of one 's own _UNKNOWN_ .
132,the_irishman,critics,rotten,n,"here is the most unpopular opinion of the _UNKNOWN_ : the irishman is too _UNKNOWN_ , too contrived and , _UNKNOWN_ , too _UNKNOWN_ _UNKNOWN_ scorsese trying to outdo himself ."
133,the_irishman,critics,fresh,p,"in a very _UNKNOWN_ _UNKNOWN_ , _UNKNOWN_ scorsese is fighting against his own mythic legacy . in _UNKNOWN_ _UNKNOWN_ , of course , his return to the form in which he _UNKNOWN_ some of the more _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ of the last five decades is a _UNKNOWN_ fitting closing coda ."
134,the_irishman,critics,fresh,p,"scorsese _UNKNOWN_ _UNKNOWN_ that scorsese _UNKNOWN_ , damned be anyone who does n't care _UNKNOWN_ for them . all of his stylistic touches are here , but there 's a certain hollowness to the whole affair that 's admirable _UNKNOWN_ if not _UNKNOWN_ ."
135,the_irishman,critics,rotten,n,_UNKNOWN_ more than an excuse to get the band _UNKNOWN_ _UNKNOWN_ .
136,the_irishman,critics,fresh,p,"perhaps _UNKNOWN_ scorsese 's most ambitious work , this biopic of reputed union leader and mob hitman frank _UNKNOWN_ ( deniro ) has a _UNKNOWN_ sweep that immediately grabs the viewer and refuses to let them go ."
137,the_irishman,critics,rotten,n,"_UNKNOWN_ , objectively , the film is kind of _UNKNOWN_ ."
138,the_irishman,critics,fresh,p,"i saw the irishman in a huge theater on a giant _UNKNOWN_ , and i did not want to get up , did n't want it to end , and could have _UNKNOWN_ _UNKNOWN_ hour of it if there was one ."
139,the_irishman,critics,fresh,p,a film that seems _UNKNOWN_ typical scorsese until it does n't seem _UNKNOWN_ typical scorsese anymore .
140,the_irishman,audience,3.0,p,an _UNKNOWN_ _UNKNOWN_ about _UNKNOWN_ people and _UNKNOWN_ . _UNKNOWN_ could be very _UNKNOWN_ at _UNKNOWN_ and frustrating to follow with all _UNKNOWN_ _UNKNOWN_ jumping .
141,the_irishman,audience,3.5,p,"_UNKNOWN_ try , with the ( _UNKNOWN_ spooky ) digitalized _UNKNOWN_ .... unfortunately , odd-looking , on the 75yr+ bodies .. and , apparently jimmy hoffa spent a lot of _UNKNOWN_ in his dressing gown & pjs got ta _UNKNOWN_ all those wise guys though !"
142,the_irishman,audience,4.0,p,"a _UNKNOWN_ movie but it resembles a lot to other mafia _UNKNOWN_ , and it is as _UNKNOWN_ as they are . in other words , i believe that you will have very _UNKNOWN_ the same _UNKNOWN_ if you watch casino in which again you will see very _UNKNOWN_ _UNKNOWN_ from de niro and pesci . one remarkable thing about this movie is that it is one of the _UNKNOWN_ _UNKNOWN_ productions presented in a streaming platform ."
143,the_irishman,audience,3.5,p,"it 's _UNKNOWN_ to watch de niro inhabit this _UNKNOWN_ , and it 's his _UNKNOWN_ combination of tough guy who has frightened _UNKNOWN_ around him and just-following-orders hangdog enforcer that is _UNKNOWN_ about this . _UNKNOWN_ , i could n't escape the _UNKNOWN_ that i had seen de niro , pacino , and pesci in _UNKNOWN_ more gripping gangster _UNKNOWN_ , _UNKNOWN_ when they did n't have to be digitally _UNKNOWN_ for most of the movie ."
144,the_irishman,audience,4.5,p,"the movie is _UNKNOWN_ and _UNKNOWN_ and moves gently _UNKNOWN_ where , in the last half hour , it moves you in a very _UNKNOWN_ _UNKNOWN_ . the de-aging of the _UNKNOWN_ are distracting at _UNKNOWN_ but then settles in very _UNKNOWN_ . at _UNKNOWN_ it felt _UNKNOWN_ an amalgamation of scorcese 's _UNKNOWN_ career . _UNKNOWN_ his _UNKNOWN_ crime movie _UNKNOWN_ _UNKNOWN_ . the acting of pesci , deniro , and pacino are second to . none ."
145,the_irishman,audience,5.0,p,_UNKNOWN_ movie ! i was hesitant at _UNKNOWN_ but this is genius .
146,the_irishman,audience,4.0,p,just _UNKNOWN_ an _UNKNOWN_ movie .
147,the_irishman,audience,2.5,n,i 'm a _UNKNOWN_ fan of scorsese 's work but this one just did n't have the _UNKNOWN_ magic . not a _UNKNOWN_ _UNKNOWN_ to spend a couple of hours but do n't expect _UNKNOWN_ .
148,the_irishman,audience,4.5,p,this movie utilizes a _UNKNOWN_ of a _UNKNOWN_ to portray one of the _UNKNOWN_ pennsylvania crime stories _UNKNOWN_ _UNKNOWN_ . robert de niro does n't miss a beat portraying a _UNKNOWN_ _UNKNOWN_ irishman who begins to work for one of the _UNKNOWN_ italian crime families the bufalinos . _UNKNOWN_ scorsese _UNKNOWN_ ceases to amaze me with the detail of his _UNKNOWN_ . and to include massive portions of _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ a _UNKNOWN_ tour of mob crime life is _UNKNOWN_ remarkable .
149,the_irishman,audience,4.5,p,_UNKNOWN_ movie but both michael franzese and sammy the bull do n't believe the ending is legit . totally worth your _UNKNOWN_ but it 's fiction ; not a _UNKNOWN_ .
150,summer_of_soul,critics,fresh,p,a heavenly gospel duet between mahalia jackson and mavis staples nearly catapulted me off my couch and into the fifth dimension .
151,summer_of_soul,critics,fresh,p,less nostalgia than expected and a _UNKNOWN_ of _UNKNOWN_ _UNKNOWN_ and _UNKNOWN_ thoughts line a cloud of missed opportunities and equality half obtained .
152,summer_of_soul,critics,fresh,p,"it resurrects _UNKNOWN_ _UNKNOWN_ of the 1969 harlem cultural festival , a series of outdoor concerts that offered a stupefying array of _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ including stevie wonder , sly and the _UNKNOWN_ stone , b.b . king and mahalia jackson ..."
153,summer_of_soul,critics,fresh,p,this _UNKNOWN_ and its _UNKNOWN_ are as relevant as _UNKNOWN_ .
154,summer_of_soul,critics,fresh,p,"[ a ] _UNKNOWN_ film , one defined both by its _UNKNOWN_ and its _UNKNOWN_ ."
155,summer_of_soul,critics,fresh,p,"the only thing more _UNKNOWN_ than the _UNKNOWN_ , are interviews with those who were there , ones carried out both then and now ."
156,summer_of_soul,critics,fresh,p,"an act of _UNKNOWN_ , reclamation and celebration ... it 's a gift , too ."
157,summer_of_soul,critics,fresh,p,"culling from 40 hours of _UNKNOWN_ , thompson rounded up _UNKNOWN_ _UNKNOWN_ from such legends as stevie wonder , sly and the _UNKNOWN_ stone ( who memorably _UNKNOWN_ woodstock ) , gladys _UNKNOWN_ and the pips , the 5th dimension and b.b . king ."
158,summer_of_soul,critics,fresh,p,"a vital record of a _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ black _UNKNOWN_ where _UNKNOWN_ and politics intertwined to create _UNKNOWN_ _UNKNOWN_ , profound , defiant and unifying ."
159,summer_of_soul,critics,fresh,p,"an energetic , colourful , boisterous , passionate , cheeky , defiant , _UNKNOWN_ , _UNKNOWN_ , _UNKNOWN_ , thought-provoking and eerily prescient record of the sprawling [ 1969 harlem festival ] spectacle ... a magnificent feat of _UNKNOWN_ archaeology ."
160,summer_of_soul,critics,fresh,p,"it 's a thrilling ride , a _UNKNOWN_ pass combined with front row seats to a festival of _UNKNOWN_ working at their peak ."
161,summer_of_soul,critics,fresh,p,"it 's about pride and the black community being lifted up , and [ ahmir ] thompson 's extraordinary film celebrates all _UNKNOWN_ of black _UNKNOWN_ with a tenacious fondness ."
162,summer_of_soul,critics,fresh,p,"summer of soul is _UNKNOWN_ , engaging , and thought-provoking ."
163,summer_of_soul,critics,fresh,p,this extraordinary film provides a _UNKNOWN_ glimpse into a pivotal _UNKNOWN_ in late 20th century us _UNKNOWN_ .
164,summer_of_soul,critics,fresh,p,"it 's clear that this festival was a metaphorical fire , and i _UNKNOWN_ _UNKNOWN_ the quick unobtrusive _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ that thought into the viewer , or at least this viewer ."
165,summer_of_soul,critics,fresh,p,"a textured and poignant _UNKNOWN_ which flawlessly captures the energy , meaning , and _UNKNOWN_ of the harlem cultural festival , summer of soul is unmissable _UNKNOWN_ ."
166,summer_of_soul,critics,fresh,p,unleashes the splendor of [ the festival 's ] _UNKNOWN_ . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]
167,summer_of_soul,critics,fresh,p,"this pop-cultural document for the _UNKNOWN_ _UNKNOWN_ themes and issues that are as pertinent today as they were in 1969 , _UNKNOWN_ it _UNKNOWN_ far more relevant than that concert up the road ."
168,summer_of_soul,critics,fresh,p,the irrepressible ahmir `` _UNKNOWN_ '' thompson has gone and _UNKNOWN_ the _UNKNOWN_ _UNKNOWN_ doc of the _UNKNOWN_ .
169,summer_of_soul,critics,fresh,p,"the _UNKNOWN_ is out of this _UNKNOWN_ , _UNKNOWN_ and extraordinary ."
170,summer_of_soul,audience,5.0,p,"black excellence , black _UNKNOWN_ and black _UNKNOWN_ set in the summer of 69 ."
171,summer_of_soul,audience,4.0,p,"summer of soul ( ... or , when the revolution could not be televised ) is a 2021 _UNKNOWN_ _UNKNOWN_ film directed by ahmir `` _UNKNOWN_ '' thompson about the 1969 harlem cultural festival 🎶 it 's very _UNKNOWN_ ! 😀 i 'd _UNKNOWN_ it 👍🏼 a _UNKNOWN_ jawn"
172,summer_of_soul,audience,5.0,p,"a milestone _UNKNOWN_ examining the six-week 1969 harlem cultural festival , held at morris park , around the same _UNKNOWN_ as woodstock . _UNKNOWN_ an attendance of _UNKNOWN_ 300,000 ; the festival received _UNKNOWN_ no media attention and recorded _UNKNOWN_ by television producer hal tulchin was not seen by the public for fifty _UNKNOWN_ . _UNKNOWN_ _UNKNOWN_ and his producers put this extraordinary _UNKNOWN_ _UNKNOWN_ , by placing the festival within the larger social and cultural context of the late sixties , combing _UNKNOWN_ _UNKNOWN_ with interviews among a cross section of people who were there . it 's a celebration of black _UNKNOWN_ , freedom , _UNKNOWN_ , fashion , pride , and faith , but also anger and sorrow . this may be the _UNKNOWN_ concert recording of a collection of _UNKNOWN_ performing soul , r & b , blues , and jazz that gives me a _UNKNOWN_ of euphoria . but it also contains a lyrical , stirring rendition of `` take my hand , precious lord '' by gospel legend mahalia jackson and mavis staples , following _UNKNOWN_ jesse jackson 's recounting of dr. king 's assassination a _UNKNOWN_ earlier . perhaps the _UNKNOWN_ achievement of this _UNKNOWN_ is that it is not a _UNKNOWN_ capsule stuck in the past , but a living document revealing the triumphs and struggles of black _UNKNOWN_ , at that _UNKNOWN_ , that is as vital and relevant to the _UNKNOWN_ _UNKNOWN_ now . performers include steve wonder , nina simone , the 5th dimension , the staple singers , gladys _UNKNOWN_ & the pips , blinky williams , sly and the _UNKNOWN_ stone and the chamber _UNKNOWN_ ."
173,summer_of_soul,audience,4.5,p,"i was a hippie teen when the movie woodstock came to israel in 1969 , affecting me in all sorts of _UNKNOWN_ . i 've _UNKNOWN_ it _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ , _UNKNOWN_ tiring of the vision of _UNKNOWN_ , psychedelics and _UNKNOWN_ _UNKNOWN_ . but woodstock , we 're now learning ( or re-learning , remembering ) was just one _UNKNOWN_ in that _UNKNOWN_ summer . _UNKNOWN_ , ahmir `` _UNKNOWN_ '' thompson rescued from a 50 _UNKNOWN_ _UNKNOWN_ obscurity _UNKNOWN_ of the 1969 harlem cultural festival [ https : //en.wikipedia.org/wiki/harlem_cultural_festival ] . and what a festival that was ! with tens of thousands in attendance week after week and the black panthers providing security , mahalia jackson , nina simone , mavis staples , sly and the _UNKNOWN_ stone , stevie wonder and numerous other black performers took the _UNKNOWN_ , showering their _UNKNOWN_ , _UNKNOWN_ and , in some cases , militancy , on an audience that could n't have been more appreciative . the outstanding summer of soul ( ... or , when the revolution could not be televised ) [ https : //www.youtube.com/watch ? v=slfijpaxzyq ] , available on hulu , presents these _UNKNOWN_ _UNKNOWN_ , interviews with the _UNKNOWN_ and audience members , and the historic _UNKNOWN_ behind the _UNKNOWN_ of that _UNKNOWN_ . i cried , i _UNKNOWN_ , i sang and danced , i could n't fall asleep _UNKNOWN_ . i felt huge gratitude . you can bet that i 'll watch it again ."
174,summer_of_soul,audience,4.0,p,_UNKNOWN_ _UNKNOWN_ of _UNKNOWN_ .
175,summer_of_soul,audience,4.0,p,"_UNKNOWN_ _UNKNOWN_ ! and i _UNKNOWN_ now that it 's released , that it gets more traction and recognition as being one of the _UNKNOWN_ cultural _UNKNOWN_ of the late 60s . more interview than _UNKNOWN_ _UNKNOWN_ . so i 'm guessing we will see more cuts of this doc in the future ."
176,summer_of_soul,audience,5.0,p,it 's just _UNKNOWN_ to see all those _UNKNOWN_ _UNKNOWN_ out there at a festival . seriously .
177,summer_of_soul,audience,4.0,p,summer of soul has been edited _UNKNOWN_ . the mix of just letting the concert _UNKNOWN_ run and additional _UNKNOWN_ and interviews is about right .
178,summer_of_soul,audience,5.0,p,"if you grew up in the 60 's it 's a ‘ must see ' ! so _UNKNOWN_ memories , so _UNKNOWN_ tears of _UNKNOWN_ remembering that _UNKNOWN_ . the songs meshed with the civil rights movement ! incredibly _UNKNOWN_ ! and uplifting !"
179,summer_of_soul,audience,5.0,p,"this film is one of the _UNKNOWN_ i 've _UNKNOWN_ seen and is a crucial _UNKNOWN_ of this country 's _UNKNOWN_ . i 'm so grateful that this _UNKNOWN_ exists and was shaped into such a _UNKNOWN_ , _UNKNOWN_ , and _UNKNOWN_ _UNKNOWN_ of _UNKNOWN_ . i 've seen it three _UNKNOWN_ already and _UNKNOWN_ it to _UNKNOWN_ i know . _UNKNOWN_ a phenomenal _UNKNOWN_ of work ."
180,nomadland,critics,fresh,p,"we are terrified by the idea that , as fern , we might have an incredibly frail appearance of stability . what would we do if life does n't turn out the _UNKNOWN_ we wanted it to ? nomadland provided the freedom we wanted in 2020 . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]"
181,nomadland,critics,rotten,n,_UNKNOWN_ _UNKNOWN_ in an alienating film does n't have _UNKNOWN_ value ... [ nomadland ] ends up idealizing an unideal situation . [ _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ ]
